feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
3.107673792151342,1.4330884106919761,1.605190004118828,2.490214265565964,2.3707406779899007,6.261660560421499,2.564778651565386,3.8437439028777614
4.849953007077043,4.778592943668447,1.9478461847479913,2.177382604840655,2.2102035328771095,0.9139952154182424,6.111432455829148,1.1822575616685316
5.712536603198901,3.5183142467576918,1.9703487708555727,5.580725425606452,4.238467575793536,2.4572749048249762,3.1867318354047645,-0.9255468275900618
3.293039427380518,5.830801794705986,3.5900428723034907,4.199288792373762,0.32835104013285554,2.0549616474945,0.3543819505431722,-0.3343728191390058
1.1298907251655748,5.817809704888732,5.893723466702421,4.486776807313988,4.603612019033968,2.9012462151289964,5.851714370368018,-2.083168630630847
2.5536137014993137,4.292708459157723,4.083541833280062,3.7621525730247525,1.3951146459301065,4.287376539366351,5.516990459387494,-2.3817913273674716
5.005922202623939,2.7143501760334567,5.76719894039616,4.912405876550933,4.560023485605639,0.78448517566622,5.757335785818722,-2.8027712861380456
2.4360600192381936,1.8530969871085772,3.8750377634605813,2.9395645519545828,1.6043417149609474,5.27156664069017,1.1222975478464687,2.2034351773735263
1.4270004203749826,4.146125990276638,3.010376151284936,0.46148326222764396,0.8731118780858597,0.7056468461278367,3.0020114747080693,2.270743079390985
3.394781329276448,6.019737938961651,3.668075273580309,3.3091280789237874,5.794747375908673,5.77586217926624,1.5834183963276804,-1.1260130042903498
4.289107189853381,6.0587255404625875,1.4260420858791563,4.498868741524685,5.0124745860462205,5.885781374109348,5.364096641927589,-3.2598181376579465
2.648650418974613,0.03417970409929242,0.21906532152932215,0.08736998935164146,3.700230222333814,2.406416595256959,0.7214287375303925,1.6109961289802621
5.431524727377961,5.162623386604578,4.633796918782372,5.280038142835147,2.5228817633128746,4.703718192667158,3.51625550760493,-4.277109385316673
3.8530853145846087,1.8730279164594403,3.784859972190827,2.674606464242298,3.383774166058919,3.0582138870159947,3.140911795596972,0.010021985428456255
5.76456794072225,1.6517050405451805,0.31225977144478856,2.907179761084683,2.5649157653840358,3.060184441688706,0.4430637026101495,2.1005652511457984
3.6574962728583182,6.20164086129498,1.3137415146252742,1.334398504997545,6.038989621278143,4.44192345765232,3.725729164527364,-0.3881453980834179
2.3929662482911103,4.013324902091817,3.1568518033910395,0.5641865276179835,1.867203500920447,5.203383684305345,1.102422345682207,1.3920174971948018
5.68307486820665,3.6964910903091934,0.10388905597817943,2.324917904480913,0.26470747382867305,0.7997272869674467,1.1263754832518351,1.6221355391235022
1.0458901365899977,5.552378577986196,5.6922645945001085,1.4790679698075224,2.5588895734258466,2.9603865782750463,5.216514181728996,0.4954000671904671
1.8347380005662837,1.0921968769708619,2.8785980476654034,5.670129658090315,3.7380989441878842,2.5925260334705746,2.5487800077100697,2.0572209643402415
1.9382631783481172,1.9972909714772424,2.6080623563794028,4.009721955383916,4.996825746267812,0.23268779723980024,4.615257831496645,-0.1526961005058155
4.854205893711962,1.5357645966093652,6.189420449733622,4.241186805194448,5.609406272887941,1.5271577230609865,0.3248147766144751,-0.2672563333912546
4.459447188412275,6.014669063218395,0.14347790378971653,5.737443687979091,4.575878688740325,6.002988667378799,1.716160636042283,-1.8882529851246839
1.0718706493919048,2.026961975245881,1.7419406234080381,3.0825461245186614,0.8213112567793306,4.638145207223082,0.8816790150325126,3.333536032383702
3.585504142787851,3.3510610657127122,1.4672685067275386,2.99641365692405,2.920061177875267,5.0644427469471625,0.11677369859472714,-0.10801466307748728
4.478758691200769,1.5770378054609189,4.150210784389419,3.998907895032597,0.3580640590840448,4.517041914918786,2.1358019155872894,-1.3554012205183716
3.4535079946606713,4.676700041241218,1.1216286160960038,1.5752203377894733,0.8411909880955386,0.9473414833183944,5.9001016401695585,1.7788963951059578
6.103818504166353,0.8957094639544141,1.2306561660000241,0.6308182235883327,0.5140429091735776,4.827846734219902,1.3217104066894807,2.590063309491106
2.903940262530383,0.527850624610735,2.082890278225454,6.209834150250565,5.6565760786827095,5.437019973872527,2.4143987414991415,0.8776121334813348
4.40190343531961,0.23329281773421875,3.1499255344271315,0.7156113702206489,4.6099091467106525,2.7446260495589696,2.05451607284908,0.19892504703498262
4.721823859224985,1.6532232173652215,3.0480632377352883,0.041221593207894966,0.03311961205580931,3.566705533033577,2.217795335628641,0.5615250749510234
2.3566130709358832,2.293972484776075,1.9416863341167068,1.0737794854267992,6.1520229517653515,4.869903843948846,6.108232300088239,1.972301716374167
