feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
3.107673792151342,1.4330884106919761,1.605190004118828,2.490214265565964,2.3707406779899007,6.261660560421499,2.564778651565386,4.849953007077043,4.778592943668447,1.9478461847479913,2.177382604840655,3.615769809927172
2.2102035328771095,0.9139952154182424,6.111432455829148,5.712536603198901,3.5183142467576918,1.9703487708555727,5.580725425606452,4.238467575793536,2.4572749048249762,3.1867318354047645,3.293039427380518,0.35298912150909756
5.830801794705986,3.5900428723034907,4.199288792373762,0.32835104013285554,2.0549616474945,0.3543819505431722,1.1298907251655748,5.817809704888732,5.893723466702421,4.486776807313988,4.603612019033968,-2.0903658852670057
2.9012462151289964,5.851714370368018,2.5536137014993137,4.292708459157723,4.083541833280062,3.7621525730247525,1.3951146459301065,4.287376539366351,5.516990459387494,5.005922202623939,2.7143501760334567,-3.0950495712960486
5.76719894039616,4.912405876550933,4.560023485605639,0.78448517566622,5.757335785818722,2.4360600192381936,1.8530969871085772,3.8750377634605813,2.9395645519545828,1.6043417149609474,5.27156664069017,-0.9613667451079952
1.1222975478464687,1.4270004203749826,4.146125990276638,3.010376151284936,0.46148326222764396,0.8731118780858597,0.7056468461278367,3.0020114747080693,3.394781329276448,6.019737938961651,3.668075273580309,2.1607549698081687
3.3091280789237874,5.794747375908673,5.77586217926624,1.5834183963276804,4.289107189853381,6.0587255404625875,1.4260420858791563,4.498868741524685,5.0124745860462205,5.885781374109348,5.364096641927589,-3.3704646563563236
2.648650418974613,0.03417970409929242,0.21906532152932215,0.08736998935164146,3.700230222333814,2.406416595256959,0.7214287375303925,5.431524727377961,5.162623386604578,4.633796918782372,5.280038142835147,-1.8685973354890504
2.5228817633128746,4.703718192667158,3.51625550760493,3.8530853145846087,1.8730279164594403,3.784859972190827,2.674606464242298,3.383774166058919,3.0582138870159947,3.140911795596972,5.76456794072225,-1.2625887651096315
1.6517050405451805,0.31225977144478856,2.907179761084683,2.5649157653840358,3.060184441688706,0.4430637026101495,3.6574962728583182,6.20164086129498,1.3137415146252742,1.334398504997545,6.038989621278143,3.7078217051785614
4.44192345765232,3.725729164527364,2.3929662482911103,4.013324902091817,3.1568518033910395,0.5641865276179835,1.867203500920447,5.203383684305345,1.102422345682207,5.68307486820665,3.6964910903091934,-1.2002335405577291
0.10388905597817943,2.324917904480913,0.26470747382867305,0.7997272869674467,1.1263754832518351,1.0458901365899977,5.552378577986196,5.6922645945001085,1.4790679698075224,2.5588895734258466,2.9603865782750463,4.085350669071861
5.216514181728996,1.8347380005662837,1.0921968769708619,2.8785980476654034,5.670129658090315,3.7380989441878842,2.5925260334705746,2.5487800077100697,1.9382631783481172,1.9972909714772424,2.6080623563794028,3.539768655855304
4.009721955383916,4.996825746267812,0.23268779723980024,4.615257831496645,4.854205893711962,1.5357645966093652,6.189420449733622,4.241186805194448,5.609406272887941,1.5271577230609865,0.3248147766144751,-2.7775283725001203
4.459447188412275,6.014669063218395,0.14347790378971653,5.737443687979091,4.575878688740325,6.002988667378799,1.716160636042283,1.0718706493919048,2.026961975245881,1.7419406234080381,3.0825461245186614,0.9478972901532527
0.8213112567793306,4.638145207223082,0.8816790150325126,3.585504142787851,3.3510610657127122,1.4672685067275386,2.99641365692405,2.920061177875267,5.0644427469471625,0.11677369859472714,4.478758691200769,-0.547234551048676
1.5770378054609189,4.150210784389419,3.998907895032597,0.3580640590840448,4.517041914918786,2.1358019155872894,3.4535079946606713,4.676700041241218,1.1216286160960038,1.5752203377894733,0.8411909880955386,0.9446807625757533
0.9473414833183944,5.9001016401695585,6.103818504166353,0.8957094639544141,1.2306561660000241,0.6308182235883327,0.5140429091735776,4.827846734219902,1.3217104066894807,2.903940262530383,0.527850624610735,3.7817292518048653
2.082890278225454,6.209834150250565,5.6565760786827095,5.437019973872527,2.4143987414991415,4.40190343531961,0.23329281773421875,3.1499255344271315,0.7156113702206489,4.6099091467106525,2.7446260495589696,-0.5598151345460587
2.05451607284908,4.721823859224985,1.6532232173652215,3.0480632377352883,0.041221593207894966,0.03311961205580931,3.566705533033577,2.217795335628641,2.3566130709358832,2.293972484776075,1.9416863341167068,3.8279792559832715
1.0737794854267992,6.1520229517653515,4.869903843948846,6.108232300088239,3.301580635462139,1.4982526498554425,3.048215550380136,3.702322169010212,3.1446246319179587,2.6997262398954733,1.5761309916078061,1.4099646708872053
0.3608406946524681,4.042418331052734,1.5801905423880682,1.203280720504612,3.208806241379692,2.392170696159638,5.76116117263651,0.3281393726830028,2.3721519613345836,3.127275931626687,3.640103045973129,2.1666186111295955
5.07396890624749,5.6077620314934125,2.9665869337745012,0.6200734717879227,4.570673080402581,3.0727564682423285,4.4136331423758355,2.2452951141372717,1.2174500247290774,2.1206731096425417,3.4338297695795164,-0.3913313665847612
6.025044026937473,5.755167107269334,4.440254385430363,5.439599698859063,1.433714860048077,5.037134575212197,4.6440914493604675,1.2231967153601555,0.9257997696799811,2.3077129593941157,2.2017466472818676,-0.13808076357141266
0.6963704458356477,1.068325126183239,4.133780045777878,5.947181663592011,1.605168850282951,0.6874386772510879,4.932755491969588,3.0713675932780773,3.845439738225304,5.643859577036209,2.457782320832976,0.4773545567029883
0.6796782633730397,1.989765538946729,0.12723980889856065,3.7273209147578723,3.672617309618485,4.341364062893695,4.2111335087397626,1.478062296290368,3.67987531770061,1.2385376239638788,4.112200152257726,-0.5916283366418168
4.074647598760313,1.2626985177550654,0.1474862123221091,4.896863564434627,0.08278081126064778,4.014473058409058,4.744241458202856,4.036217797617285,5.351524048940062,3.969462361226562,1.9061199945490688,-3.7470854272455174
2.5989625563159637,1.055462906460975,5.075472630721885,2.739044272611676,2.4857792783195687,3.5611471446266254,4.879992250690302,5.933465482804964,2.059807537894358,1.4538577497852465,4.447952201574856,0.6391704666951389
5.359767953586904,0.15064183227461167,1.5611854139149395,2.469678430469018,1.4156217800112554,2.8578335803862274,5.230769091878905,3.854735267107279,0.6398194412437844,2.5823981977266874,5.697545545662694,1.2794741731092343
