Type_of_fiber,Fiber_diameter,Embedded_length,Youngs_modulus_of_fiber,Poisson_ratio_of_fiber,Type_of_matrix,Youngs_modulus_of_matrix,Poissons_ratio_of_matrix,Loading_rate,Prepare_temperature,Test_temperature,IFSS
10.0,12.0,171.4,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,8.0
10.0,12.0,174.0,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,8.8
10.0,12.0,173.3,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,9.4
10.0,12.0,175.2,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,8.1
10.0,12.0,177.6,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,7.7
10.0,12.0,178.6,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,8.5
10.0,12.0,180.3,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,9.4
10.0,12.0,182.9,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,8.0
10.0,12.0,183.8,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,7.7
10.0,12.0,184.8,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,8.2
10.0,12.0,189.3,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,8.0
10.0,12.0,190.1,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,7.6
10.0,12.0,192.0,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,8.7
10.0,12.0,194.4,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,7.6
10.0,12.0,195.8,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,8.5
10.0,12.0,201.5,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,7.8
10.0,12.0,204.9,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,8.1
10.0,12.0,206.3,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,8.5
10.0,12.0,209.9,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,8.0
10.0,12.0,211.1,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,7.8
10.0,12.0,217.1,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,7.7
10.0,160.0,1542.7,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.5
10.0,160.0,1552.3,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.2
10.0,160.0,1556.7,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.5
10.0,160.0,1572.9,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.0
10.0,160.0,1583.2,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.1
10.0,160.0,1593.6,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.6
10.0,160.0,1603.1,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.6
10.0,160.0,1603.1,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.9
10.0,160.0,1603.9,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.4
10.0,160.0,1620.1,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.3
10.0,160.0,1634.1,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.8
10.0,160.0,1645.1,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.5
10.0,160.0,1645.9,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.8
10.0,160.0,1651.0,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.0
10.0,160.0,1656.2,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.1
10.0,160.0,1654.0,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.3
10.0,160.0,1665.7,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.4
10.0,160.0,1671.6,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.6
10.0,160.0,1670.9,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.1
10.0,160.0,1674.6,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.9
10.0,160.0,1682.7,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.3
10.0,160.0,1680.5,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.2
10.0,160.0,1690.8,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.7
10.0,160.0,1691.5,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.9
10.0,160.0,1701.1,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.0
10.0,160.0,1711.4,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.0
10.0,160.0,1710.7,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.4
10.0,160.0,1711.4,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.4
10.0,160.0,1721.7,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.8
10.0,160.0,1749.7,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.6
10.0,160.0,1748.3,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.8
10.0,160.0,1744.6,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.7
10.0,160.0,1749.0,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.1
10.0,160.0,1777.0,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.0
10.0,160.0,1774.0,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.1
10.0,160.0,1779.9,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.6
10.0,160.0,1799.8,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.2
10.0,160.0,1804.2,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.6
10.0,160.0,1810.9,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.0
10.0,160.0,1820.4,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.1
10.0,160.0,1820.4,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.9
10.0,160.0,1833.0,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.1
10.0,160.0,1825.6,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.5
10.0,160.0,1851.4,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.5
10.0,160.0,1853.6,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,4.0
10.0,160.0,1855.1,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.7
10.0,200.0,1504.5,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.5
10.0,200.0,1513.0,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.5
10.0,200.0,1522.4,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.2
10.0,200.0,1524.0,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.7
10.0,200.0,1545.1,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.8
10.0,200.0,1549.0,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.5
10.0,200.0,1552.8,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.0
10.0,200.0,1560.7,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.2
10.0,200.0,1565.4,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.6
10.0,200.0,1571.7,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.7
10.0,200.0,1571.6,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.5
10.0,200.0,1580.2,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.3
10.0,200.0,1602.1,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.7
10.0,200.0,1611.5,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.9
10.0,200.0,1615.3,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.0
10.0,200.0,1621.6,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.3
10.0,200.0,1624.7,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.1
10.0,200.0,1643.5,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.2
10.0,200.0,1643.5,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.3
10.0,200.0,1655.2,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.2
10.0,200.0,1654.4,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.0
10.0,200.0,1667.7,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.2
10.0,200.0,1688.0,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.4
10.0,200.0,1688.0,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.0
10.0,200.0,1691.9,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.0
10.0,200.0,1692.6,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.8
10.0,200.0,1704.4,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.3
10.0,200.0,1703.6,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.2
10.0,200.0,1727.8,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.1
10.0,200.0,1726.4,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.7
10.0,200.0,1733.4,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.6
10.0,200.0,1733.3,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.4
10.0,200.0,1742.7,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.3
10.0,200.0,1746.7,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.6
10.0,200.0,1751.3,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.3
10.0,200.0,1759.9,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.5
10.0,200.0,1764.6,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.4
10.0,200.0,1766.1,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.1
10.0,200.0,1771.6,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.1
10.0,200.0,1775.5,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.3
10.0,200.0,1790.4,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.3
10.0,200.0,1789.5,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.9
10.0,200.0,1795.8,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.3
10.0,200.0,1811.5,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.3
10.0,200.0,1817.7,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.3
10.0,200.0,1809.9,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.2
10.0,200.0,1816.9,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.0
10.0,200.0,1820.0,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.2
10.0,200.0,1827.0,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.0
10.0,300.0,1604.7,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.0
10.0,300.0,1608.7,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.3
10.0,300.0,1617.9,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.3
10.0,300.0,1627.0,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.9
10.0,300.0,1634.1,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.0
10.0,300.0,1634.1,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.2
10.0,300.0,1667.5,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.0
10.0,300.0,1683.7,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.1
10.0,300.0,1709.0,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.8
10.0,300.0,1708.0,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.1
10.0,300.0,1714.1,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.2
10.0,300.0,1726.2,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.0
10.0,300.0,1731.3,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.0
10.0,300.0,1747.5,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.8
10.0,300.0,1757.6,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.7
10.0,300.0,1759.7,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.2
10.0,300.0,1769.8,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.1
10.0,300.0,1778.9,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.8
10.0,300.0,1782.0,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.3
10.0,300.0,1797.1,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.0
10.0,300.0,1805.2,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.0
10.0,300.0,1806.3,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.4
10.0,300.0,1824.5,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.1
10.0,300.0,1826.5,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.2
10.0,300.0,1847.8,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.2
10.0,300.0,1830.6,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.6
10.0,300.0,1834.6,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.7
10.0,300.0,1846.8,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.4
10.0,300.0,1848.8,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.9
10.0,300.0,1856.9,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.9
10.0,300.0,1867.0,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.1
10.0,300.0,1869.1,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.5
10.0,300.0,1881.2,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.0
10.0,300.0,1891.3,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.8
10.0,300.0,1915.7,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.3
10.0,300.0,1921.7,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.6
10.0,300.0,1922.7,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.9
10.0,300.0,1929.8,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.9
10.0,300.0,1930.8,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.0
10.0,300.0,1940.0,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.3
10.0,300.0,1955.2,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.7
10.0,300.0,1974.4,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.5
10.0,300.0,1979.5,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.3
10.0,300.0,1988.6,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.6
10.0,300.0,1990.6,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.9
10.0,300.0,2002.8,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.0
10.0,300.0,2003.8,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.8
10.0,300.0,2008.8,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.9
10.0,300.0,2004.8,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.5
10.0,300.0,2018.0,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,3.1
10.0,300.0,2011.9,3.39,0.37,9,3.29,0.31,0.0167,26,25.0,2.3
10.0,7.15,41.8,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,6.4
10.0,7.15,44.8,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,6.0
10.0,7.15,47.0,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,8.6
10.0,7.15,50.0,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,8.0
3.0,7.15,51.8,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,8.6
3.0,7.15,52.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,8.4
3.0,7.15,52.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,10.1
3.0,7.15,54.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,7.3
3.0,7.15,57.8,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,10.8
3.0,7.15,63.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,7.6
3.0,7.15,69.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,8.9
3.0,7.15,71.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,8.1
3.0,7.15,72.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,6.1
3.0,7.15,78.0,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,8.0
3.0,7.15,80.0,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,9.5
3.0,7.15,82.0,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,10.3
3.0,7.15,84.8,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,8.4
3.0,7.15,89.8,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,8.4
3.0,7.15,97.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,9.1
3.0,7.15,101.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,9.2
3.0,7.15,114.9,230.0,0.26,10,1.2,0.35,0.0017,20,25.0,8.9
3.0,7.15,31.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,15.4
3.0,7.15,40.0,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,16.7
3.0,7.15,41.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,15.9
3.0,7.15,45.1,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,16.8
3.0,7.15,49.1,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,14.5
3.0,7.15,50.0,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,18.7
3.0,7.15,50.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,19.2
3.0,7.15,57.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,15.4
3.0,7.15,60.0,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,17.1
3.0,7.15,67.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,13.1
3.0,7.15,71.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,11.2
3.0,7.15,74.0,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,15.1
3.0,7.15,76.8,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,18.0
3.0,7.15,78.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,14.1
3.0,7.15,80.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,11.6
3.0,7.15,80.9,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,16.5
3.0,7.15,87.0,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,14.3
3.0,7.15,92.1,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,14.0
3.0,7.15,103.0,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,12.6
3.0,7.15,127.0,230.0,0.26,10,1.2,0.35,0.0017,70,25.0,13.0
3.0,7.15,40.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,18.5
3.0,7.15,43.1,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,17.6
3.0,7.15,43.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,19.2
3.0,7.15,48.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,20.5
3.0,7.15,51.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,25.3
3.0,7.15,52.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,30.0
3.0,7.15,53.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,22.3
3.0,7.15,56.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,24.7
3.0,7.15,63.1,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,21.9
3.0,7.15,66.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,26.6
3.0,7.15,68.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,21.7
3.0,7.15,69.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,24.6
3.0,7.15,69.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,22.2
3.0,7.15,76.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,24.6
3.0,7.15,83.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,23.1
3.0,7.15,89.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,25.5
3.0,7.15,89.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,20.8
3.0,7.15,89.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,24.2
3.0,7.15,90.9,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,23.0
3.0,7.15,98.0,230.0,0.26,10,1.2,0.35,0.0017,210,25.0,21.8
3.0,7.15,27.1,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,42.8
3.0,7.15,43.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,40.4
3.0,7.15,44.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,32.4
3.0,7.15,46.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,33.9
3.0,7.15,46.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,32.9
3.0,7.15,53.9,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,36.3
3.0,7.15,57.9,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,40.8
3.0,7.15,61.9,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,38.1
3.0,7.15,67.1,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,37.9
3.0,7.15,70.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,41.4
3.0,7.15,72.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,34.0
3.0,7.15,73.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,33.5
3.0,7.15,73.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,34.8
3.0,7.15,73.9,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,38.7
3.0,7.15,76.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,32.8
3.0,7.15,76.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,31.6
3.0,7.15,84.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,32.4
3.0,7.15,88.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,30.9
3.0,7.15,88.9,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,28.6
3.0,7.15,91.0,230.0,0.26,10,1.2,0.35,0.0017,270,25.0,35.8
3.0,7.15,35.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,40.7
3.0,7.15,35.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,42.0
3.0,7.15,36.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,39.6
3.0,7.15,36.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,43.3
3.0,7.15,37.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,39.7
3.0,7.15,38.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,44.5
3.0,7.15,38.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,45.7
3.0,7.15,39.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,43.4
3.0,7.15,39.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,45.7
3.0,7.15,40.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,41.2
3.0,7.15,40.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,43.4
3.0,7.15,41.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,40.2
3.0,7.15,42.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,43.5
3.0,7.15,43.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,41.4
3.0,7.15,43.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,42.5
3.0,7.15,44.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,39.4
3.0,7.15,44.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,43.5
3.0,7.15,44.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,44.5
3.0,7.15,45.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,40.6
3.0,7.15,46.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,43.6
3.0,7.15,47.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,41.7
3.0,7.15,48.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,42.7
3.0,7.15,50.0,230.0,0.26,10,1.2,0.35,0.0017,370,25.0,42.8
3.0,7.0,39.6,230.0,0.26,3,3.5,0.36,0.04,120,25.0,50.7
3.0,7.0,43.9,230.0,0.26,3,3.5,0.36,0.04,120,25.0,51.8
3.0,7.0,45.7,230.0,0.26,3,3.5,0.36,0.04,120,25.0,45.6
3.0,7.0,48.5,230.0,0.26,3,3.5,0.36,0.04,120,25.0,60.8
3.0,7.0,48.7,230.0,0.26,3,3.5,0.36,0.04,120,25.0,56.5
3.0,7.0,53.4,230.0,0.26,3,3.5,0.36,0.04,120,25.0,56.1
3.0,7.0,53.6,230.0,0.26,3,3.5,0.36,0.04,120,25.0,51.0
3.0,7.0,55.2,230.0,0.26,3,3.5,0.36,0.04,120,25.0,43.1
3.0,7.0,57.7,230.0,0.26,3,3.5,0.36,0.04,120,25.0,56.5
3.0,7.0,59.5,230.0,0.26,3,3.5,0.36,0.04,120,25.0,53.6
3.0,7.0,60.1,230.0,0.26,3,3.5,0.36,0.04,120,25.0,58.6
3.0,7.0,60.5,230.0,0.26,3,3.5,0.36,0.04,120,25.0,46.3
3.0,7.0,60.9,230.0,0.26,3,3.5,0.36,0.04,120,25.0,44.9
3.0,7.0,63.1,230.0,0.26,3,3.5,0.36,0.04,120,25.0,55.0
3.0,7.0,63.4,230.0,0.26,3,3.5,0.36,0.04,120,25.0,46.0
3.0,7.0,64.0,230.0,0.26,3,3.5,0.36,0.04,120,25.0,46.0
3.0,7.0,65.0,230.0,0.26,3,3.5,0.36,0.04,120,25.0,52.1
3.0,7.0,67.0,230.0,0.26,3,3.5,0.36,0.04,120,25.0,55.7
3.0,7.0,70.0,230.0,0.26,3,3.5,0.36,0.04,120,25.0,56.8
3.0,7.0,73.1,230.0,0.26,3,3.5,0.36,0.04,120,25.0,46.3
3.0,7.0,75.7,230.0,0.26,3,3.5,0.36,0.04,120,25.0,49.6
3.0,7.0,76.8,230.0,0.26,3,3.5,0.36,0.04,120,25.0,41.3
3.0,7.0,76.8,230.0,0.26,3,3.5,0.36,0.04,120,25.0,50.0
3.0,7.0,76.8,230.0,0.26,3,3.5,0.36,0.04,120,25.0,58.6
3.0,7.0,78.4,230.0,0.26,3,3.5,0.36,0.04,120,25.0,46.0
3.0,7.0,79.0,230.0,0.26,3,3.5,0.36,0.04,120,25.0,54.3
3.0,7.0,79.0,230.0,0.26,3,3.5,0.36,0.04,120,25.0,58.3
3.0,7.0,82.4,230.0,0.26,3,3.5,0.36,0.04,120,25.0,42.7
3.0,7.0,85.1,230.0,0.26,3,3.5,0.36,0.04,120,25.0,52.1
3.0,7.0,95.0,230.0,0.26,3,3.5,0.36,0.04,120,25.0,49.2
3.0,7.0,95.4,230.0,0.26,3,3.5,0.36,0.04,120,25.0,44.5
5.0,17.5,125.9,75.7,0.17,4,3.259,0.36,0.01,150,25.6,26.6
5.0,17.5,139.4,75.7,0.17,4,3.259,0.36,0.01,150,25.6,26.8
5.0,17.5,178.3,75.7,0.17,4,3.259,0.36,0.01,150,25.6,26.8
